token_id,title
885,"Long Kiss Goodnight, The (1996)"
886,"Ghost and the Darkness, The (1996)"
887,Looking for Richard (1996)
888,Trees Lounge (1996)
889,Normal Life (1996)
890,Get on the Bus (1996)
891,Shadow Conspiracy (1997)
892,Jude (1996)
893,Everyone Says I Love You (1996)
894,Bitter Sugar (Azucar Amargo) (1996)
895,William Shakespeare's Romeo and Juliet (1996)
896,Swingers (1996)
897,Sleepers (1996)
898,Johns (1996)
899,Aladdin and the King of Thieves (1996)
900,Shall We Dance? (1937)
901,"Damsel in Distress, A (1937)"
902,Crossfire (1947)
903,"Murder, My Sweet (1944)"
904,For the Moment (1994)
905,Willy Wonka and the Chocolate Factory (1971)
906,"Innocents, The (1961)"
907,Sleeper (1973)
908,Bananas (1971)
909,"Fish Called Wanda, A (1988)"
910,Monty Python's Life of Brian (1979)
911,Victor/Victoria (1982)
912,"Candidate, The (1972)"
913,"Great Race, The (1965)"
914,Bonnie and Clyde (1967)
915,"Old Man and the Sea, The (1958)"
916,Dial M for Murder (1954)
917,Madame Butterfly (1995)
918,Dirty Dancing (1987)
919,Reservoir Dogs (1992)
920,Platoon (1986)
921,Weekend at Bernie's (1989)
922,Basic Instinct (1992)
923,"Doors, The (1991)"
924,"Crying Game, The (1992)"
925,Glengarry Glen Ross (1992)
926,Sophie's Choice (1982)
927,E.T. the Extra-Terrestrial (1982)
928,"Search for One-eye Jimmy, The (1996)"
929,"Christmas Carol, A (1938)"
930,Days of Thunder (1990)
931,Top Gun (1986)
932,Rebel Without a Cause (1955)
933,"Streetcar Named Desire, A (1951)"
934,Children of the Corn IV: The Gathering (1996)
935,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)
936,Palookaville (1996)
937,"Associate, The (1996)"
938,"Funeral, The (1996)"
939,"Single Girl, A (La Fille Seule) (1995)"
940,"Eighth Day, The (Le Huitième jour ) (1996)"
941,Drunks (1997)
942,"People vs. Larry Flynt, The (1996)"
943,Glory Daze (1996)
944,"Perfect Candidate, A (1996)"
945,On Golden Pond (1981)
946,"Return of the Pink Panther, The (1974)"
947,Drop Dead Fred (1991)
948,"Abyss, The (1989)"
949,"Fog, The (1980)"
950,Escape from New York (1981)
951,"Howling, The (1980)"
952,Jean de Florette (1986)
953,Manon of the Spring (Manon des sources) (1986)
954,Private Benjamin (1980)
955,Monty Python and the Holy Grail (1974)
956,Dadetown (1995)
957,"Line King: Al Hirschfeld, The (1996)"
958,When We Were Kings (1996)
959,"Wrong Trousers, The (1993)"
960,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
961,Faust (1994)
962,He Walked by Night (1948)
963,Raw Deal (1948)
964,T-Men (1947)
965,Six of a Kind (1934)
966,"Tin Drum, The (Blechtrommel, Die) (1979)"
967,"Ruling Class, The (1972)"
968,Mina Tannenbaum (1994)
969,Two or Three Things I Know About Her (1966)
970,Dear God (1996)
971,Bad Moon (1996)
972,American Dream (1990)
973,Best of the Best 3: No Turning Back (1995)
974,Bob Roberts (1992)
975,Cinema Paradiso (1988)
976,"Cook the Thief His Wife & Her Lover, The (1989)"
977,Grosse Fatigue (1994)
978,Delicatessen (1991)
979,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)"
980,Enchanted April (1991)
981,Paths of Glory (1957)
982,"Grifters, The (1990)"
983,Hear My Song (1991)
984,"Shooter, The (1995)"
985,"English Patient, The (1996)"
986,Mediterraneo (1991)
987,My Left Foot (1989)
988,"Sex, Lies, and Videotape (1989)"
989,Passion Fish (1992)
990,Strictly Ballroom (1992)
991,"Thin Blue Line, The (1988)"
992,Tie Me Up! Tie Me Down! (1990)
993,Madonna: Truth or Dare (1991)
994,Paris Is Burning (1990)
995,One Flew Over the Cuckoo's Nest (1975)
996,Up in Smoke (1978)
997,Star Wars: Episode V - The Empire Strikes Back (1980)
998,"Princess Bride, The (1987)"
999,Raiders of the Lost Ark (1981)
1000,Brazil (1985)
1001,Aliens (1986)
1002,"Good, The Bad and The Ugly, The (1966)"
1003,Withnail and I (1987)
1004,12 Angry Men (1957)
1005,Lawrence of Arabia (1962)
1006,"Transformers: The Movie, The (1986)"
1007,"Clockwork Orange, A (1971)"
1008,To Kill a Mockingbird (1962)
1009,Apocalypse Now (1979)
1010,Once Upon a Time in the West (1969)
1011,Star Wars: Episode VI - Return of the Jedi (1983)
1012,Wings of Desire (Der Himmel über Berlin) (1987)
1013,"Third Man, The (1949)"
1014,GoodFellas (1990)
1015,Alien (1979)
1016,Army of Darkness (1993)
1017,"Big Blue, The (Le Grand Bleu) (1988)"
1018,Ran (1985)
1019,"Killer, The (Die xue shuang xiong) (1989)"
1020,Psycho (1960)
1021,"Blues Brothers, The (1980)"
1022,"Godfather: Part II, The (1974)"
1023,Full Metal Jacket (1987)
1024,"Grand Day Out, A (1992)"
1025,Henry V (1989)
1026,Amadeus (1984)
1027,"Quiet Man, The (1952)"
1028,Once Upon a Time in America (1984)
1029,Raging Bull (1980)
1030,Annie Hall (1977)
1031,"Right Stuff, The (1983)"
1032,Stalker (1979)
1033,"Boat, The (Das Boot) (1981)"
1034,"Sting, The (1973)"
1035,Harold and Maude (1971)
1036,Trust (1990)
1037,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
1038,Local Hero (1983)
1039,"Terminator, The (1984)"
1040,Braindead (1992)
1041,Glory (1989)
1042,Rosencrantz and Guildenstern Are Dead (1990)
1043,Manhattan (1979)
1044,Miller's Crossing (1990)
1045,Dead Poets Society (1989)
1046,"Graduate, The (1967)"
1047,Touch of Evil (1958)
1048,Nikita (La Femme Nikita) (1990)
1049,"Bridge on the River Kwai, The (1957)"
1050,8 1/2 (1963)
1051,Chinatown (1974)
1052,"Day the Earth Stood Still, The (1951)"
1053,"Treasure of the Sierra Madre, The (1948)"
1054,Bad Taste (1987)
1055,Duck Soup (1933)
1056,Better Off Dead... (1985)
1057,"Shining, The (1980)"
1058,Stand by Me (1986)
1059,M (1931)
1060,Evil Dead II (Dead By Dawn) (1987)
1061,"Great Escape, The (1963)"
1062,"Deer Hunter, The (1978)"
1063,Diva (1981)
1064,Groundhog Day (1993)
1065,Unforgiven (1992)
1066,"Manchurian Candidate, The (1962)"
1067,Pump Up the Volume (1990)
1068,Arsenic and Old Lace (1944)
1069,Back to the Future (1985)
1070,Fried Green Tomatoes (1991)
1071,Patton (1970)
1072,Down by Law (1986)
1073,Akira (1988)
1074,Highlander (1986)
1075,Cool Hand Luke (1967)
1076,Cyrano de Bergerac (1990)
1077,Young Frankenstein (1974)
1078,Night on Earth (1991)
1079,Raise the Red Lantern (1991)
1080,"Great Dictator, The (1940)"
1081,Fantasia (1940)
1082,High Noon (1952)
1083,"Big Sleep, The (1946)"
1084,Heathers (1989)
1085,Somewhere in Time (1980)
1086,Ben-Hur (1959)
1087,This Is Spinal Tap (1984)
1088,Koyaanisqatsi (1983)
1089,Some Kind of Wonderful (1987)
1090,Indiana Jones and the Last Crusade (1989)
1091,Being There (1979)
1092,Gandhi (1982)
1093,M*A*S*H (1970)
1094,"Unbearable Lightness of Being, The (1988)"
1095,"Room with a View, A (1986)"
1096,Real Genius (1985)
1097,Pink Floyd - The Wall (1982)
1098,"Killing Fields, The (1984)"
1099,My Life as a Dog (Mitt liv som hund) (1985)
1100,Forbidden Planet (1956)
1101,Field of Dreams (1989)
1102,"Man Who Would Be King, The (1975)"
1103,Butch Cassidy and the Sundance Kid (1969)
1104,"Paris, Texas (1984)"
1105,Until the End of the World (Bis ans Ende der Welt) (1991)
1106,When Harry Met Sally... (1989)
1107,Hype! (1996)
1108,Santa with Muscles (1996)
1109,Female Perversions (1996)
1110,Mad Dog Time (1996)
1111,I'm Not Rappaport (1996)
1112,Alien³ (1992)
1113,"American Werewolf in London, An (1981)"
1114,Amityville 1992: It's About Time (1992)
1115,Amityville 3-D (1983)
1116,Amityville: Dollhouse (1996)
1117,Amityville: A New Generation (1993)
1118,Amityville II: The Possession (1982)
1119,"Amityville Horror, The (1979)"
1120,"Amityville Curse, The (1990)"
1121,Blood For Dracula (Andy Warhol's Dracula) (1974)
1122,April Fool's Day (1986)
1123,Audrey Rose (1977)
1124,"Believers, The (1987)"
1125,"Birds, The (1963)"
1126,"Blob, The (1958)"
1127,Blood Beach (1981)
1128,Body Parts (1991)
1129,"Body Snatcher, The (1945)"
1130,Bram Stoker's Dracula (1992)
1131,Bride of Frankenstein (1935)
1132,Burnt Offerings (1976)
1133,Candyman (1992)
1134,Cape Fear (1991)
1135,Cape Fear (1962)
1136,Carrie (1976)
1137,Cat People (1982)
1138,"Nightmare on Elm Street, A (1984)"
1139,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
1140,Nosferatu a Venezia (1986)
1141,"Omen, The (1976)"
1142,Blood & Wine (1997)
1143,Albino Alligator (1996)
1144,"Mirror Has Two Faces, The (1996)"
1145,Breaking the Waves (1996)
1146,Nightwatch (1997)
1147,Star Trek: First Contact (1996)
1148,Shine (1996)
1149,Sling Blade (1996)
1150,Jingle All the Way (1996)
1151,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
1152,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"
1153,"Preacher's Wife, The (1996)"
1154,Ridicule (1996)
1155,"Crucible, The (1996)"
1156,101 Dalmatians (1996)
1157,I Can't Sleep (J'ai pas sommeil) (1994)
1158,Die Hard 2 (1990)
1159,Star Trek: The Motion Picture (1979)
1160,Star Trek VI: The Undiscovered Country (1991)
1161,Star Trek V: The Final Frontier (1989)
1162,Star Trek: The Wrath of Khan (1982)
1163,Star Trek III: The Search for Spock (1984)
1164,Star Trek IV: The Voyage Home (1986)
1165,Batman Returns (1992)
1166,Young Guns (1988)
1167,Young Guns II (1990)
1168,Grease (1978)
1169,Grease 2 (1982)
1170,Marked for Death (1990)
1171,Adrenalin: Fear the Rush (1996)
1172,"Substance of Fire, The (1996)"
1173,Under Siege (1992)
1174,Jaws (1975)
1175,Jaws 2 (1978)
1176,Jaws 3-D (1983)
1177,My Fellow Americans (1996)
1178,Mars Attacks! (1996)
1179,Citizen Ruth (1996)
1180,Jerry Maguire (1996)
1181,Raising Arizona (1987)
1182,Tin Men (1987)
1183,Sneakers (1992)
1184,Bastard Out of Carolina (1996)
1185,In Love and War (1996)
1186,Marvin's Room (1996)
1187,Ghosts of Mississippi (1996)
1188,Night Falls on Manhattan (1997)
1189,Beavis and Butt-head Do America (1996)
1190,"Cérémonie, La (1995)"
1191,Scream (1996)
1192,"Last of the Mohicans, The (1992)"
1193,Michael (1996)
1194,"Evening Star, The (1996)"
1195,Hamlet (1996)
1196,Some Mother's Son (1996)
1197,"Whole Wide World, The (1996)"
1198,Mother (1996)
1199,"Thieves (Voleurs, Les) (1996)"
1200,Evita (1996)
1201,"Portrait of a Lady, The (1996)"
1202,Walkabout (1971)
1203,Message to Love: The Isle of Wight Festival (1996)
1204,Grateful Dead (1995)
1205,Murder at 1600 (1997)
1206,Hearts and Minds (1996)
1207,Fierce Creatures (1997)
1208,Zeus and Roxanne (1997)
1209,Turbulence (1997)
1210,Angel Baby (1995)
1211,Jackie Chan's First Strike (1996)
1212,Beverly Hills Ninja (1997)
1213,Metro (1997)
1214,"Machine, The (1994)"
1215,Falling in Love Again (1980)
1216,"Cement Garden, The (1993)"
1217,Dante's Peak (1997)
1218,Meet Wally Sparks (1997)
1219,Amos & Andrew (1993)
1220,Benny & Joon (1993)
1221,Prefontaine (1997)
1222,Guantanamera (1994)
1223,McHale's Navy (1997)
1224,Kolya (1996)
1225,Gridlock'd (1997)
1226,Waiting for Guffman (1996)
1227,Prisoner of the Mountains (Kavkazsky Plennik) (1996)
1228,"Beautician and the Beast, The (1997)"
1229,SubUrbia (1997)
1230,Hotel de Love (1996)
1231,"Pest, The (1997)"
1232,Fools Rush In (1997)
1233,Touch (1997)
1234,Absolute Power (1997)
1235,That Darn Cat! (1997)
1236,Vegas Vacation (1997)
1237,That Old Feeling (1997)
1238,Lost Highway (1997)
1239,Rosewood (1997)
1240,Donnie Brasco (1997)
1241,Booty Call (1997)
1242,Boys Life 2 (1997)
1243,City of Industry (1997)
1244,Best Men (1997)
1245,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)
1246,Kama Sutra: A Tale of Love (1996)
1247,Private Parts (1997)
1248,Love Jones (1997)
1249,"Saint, The (1997)"
1250,Smilla's Sense of Snow (1997)
1251,"Van, The (1996)"
1252,Crash (1996)
1253,"Daytrippers, The (1996)"
1254,Liar Liar (1997)
1255,"Quiet Room, The (1996)"
1256,Selena (1997)
1257,"Devil's Own, The (1997)"
1258,Cats Don't Dance (1997)
1259,B*A*P*S (1997)
1260,Love and Other Catastrophes (1996)
1261,"Sixth Man, The (1997)"
1262,Turbo: A Power Rangers Movie (1997)
1263,Anna Karenina (1997)
1264,Double Team (1997)
1265,Inventing the Abbotts (1997)
1266,Anaconda (1997)
1267,Grosse Pointe Blank (1997)
1268,Keys to Tulsa (1997)
1269,Kissed (1996)
1270,8 Heads in a Duffel Bag (1997)
1271,Hollow Reed (1996)
1272,Paradise Road (1997)
1273,Traveller (1997)
1274,All Over Me (1997)
1275,A Chef in Love (1996)
1276,Romy and Michele's High School Reunion (1997)
1277,Temptress Moon (Feng Yue) (1996)
1278,Volcano (1997)
1279,Children of the Revolution (1996)
1280,Austin Powers: International Man of Mystery (1997)
1281,Breakdown (1997)
1282,Broken English (1996)
1283,Commandments (1997)
1284,Ripe (1996)
1285,"Truth or Consequences, N.M. (1997)"
1286,Warriors of Virtue (1997)
1287,Fathers' Day (1997)
1288,"Fifth Element, The (1997)"
1289,Nowhere (1997)
1290,Losing Chase (1996)
1291,Sprung (1997)
1292,"Promise, The (La Promesse) (1996)"
1293,"Bonheur, Le (1965)"
1294,Love! Valour! Compassion! (1997)
1295,Shall We Dance? (Shall We Dansu?) (1996)
1296,"Second Jungle Book: Mowgli & Baloo, The (1997)"
1297,Twin Town (1997)
1298,Addicted to Love (1997)
1299,Brassed Off (1996)
1300,"Designated Mourner, The (1997)"
1301,"Lost World: Jurassic Park, The (1997)"
1302,Ponette (1996)
1303,Schizopolis (1996)
1304,Shiloh (1997)
1305,Rough Magic (1995)
1306,Trial and Error (1997)
1307,Buddy (1997)
1308,Con Air (1997)
1309,"Pillow Book, The (1995)"
1310,Speed 2: Cruise Control (1997)
1311,Batman & Robin (1997)
1312,Dream With the Fishes (1997)
1313,Roseanna's Grave (For Roseanna) (1997)
1314,Head Above Water (1996)
1315,Hercules (1997)
1316,"Last Time I Committed Suicide, The (1997)"
1317,My Best Friend's Wedding (1997)
1318,Tetsuo II: Body Hammer (1992)
1319,When the Cats Away (Chacun cherche son chat) (1996)
1320,Contempt (Le Mépris) (1963)
1321,Face/Off (1997)
1322,Fall (1997)
1323,Gabbeh (1996)
1324,Men in Black (1997)
1325,Out to Sea (1997)
1326,Wild America (1997)
1327,"Simple Wish, A (1997)"
1328,Contact (1997)
1329,Love Serenade (1996)
1330,G.I. Jane (1997)
1331,Conan the Barbarian (1982)
1332,George of the Jungle (1997)
1333,Cop Land (1997)
1334,Event Horizon (1997)
1335,Spawn (1997)
1336,Air Bud (1997)
1337,Picture Perfect (1997)
1338,In the Company of Men (1997)
1339,Free Willy 3: The Rescue (1997)
1340,Career Girls (1997)
1341,Conspiracy Theory (1997)
1342,Desperate Measures (1998)
1343,Steel (1997)
1344,She's So Lovely (1997)
1345,Hoodlum (1997)
1346,Leave It to Beaver (1997)
1347,Mimic (1997)
1348,Money Talks (1997)
1349,Excess Baggage (1997)
1350,Kull the Conqueror (1997)
1351,Air Force One (1997)
1352,187 (1997)
1353,"Hunt for Red October, The (1990)"
1354,My Own Private Idaho (1991)
1355,"Kiss Me, Guido (1997)"
1356,Star Maps (1997)
1357,In & Out (1997)
1358,"Edge, The (1997)"
1359,"Peacemaker, The (1997)"
1360,L.A. Confidential (1997)
1361,Seven Years in Tibet (1997)
1362,Kiss the Girls (1997)
1363,Soul Food (1997)
1364,Kicked in the Head (1997)
1365,Wishmaster (1997)
1366,"Thousand Acres, A (1997)"
1367,"Game, The (1997)"
1368,Fire Down Below (1997)
1369,U Turn (1997)
1370,"MatchMaker, The (1997)"
1371,"Assignment, The (1997)"
1372,"Smile Like Yours, A (1997)"
1373,Ulee's Gold (1997)
1374,"Ice Storm, The (1997)"
1375,Stag (1997)
1376,Chasing Amy (1997)
1377,How to Be a Player (1997)
1378,"Full Monty, The (1997)"
1379,Indian Summer (a.k.a. Alive & Kicking) (1996)
1380,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
1381,I Know What You Did Last Summer (1997)
1382,"Devil's Advocate, The (1997)"
1383,Rocket Man (1997)
1384,Playing God (1997)
1385,"House of Yes, The (1997)"
1386,"Fast, Cheap & Out of Control (1997)"
1387,Washington Square (1997)
1388,Telling Lies in America (1997)
1389,Gattaca (1997)
1390,FairyTale: A True Story (1997)
1391,Phantoms (1998)
1392,Swept from the Sea (1997)
1393,Wonderland (1997)
1394,"Life Less Ordinary, A (1997)"
1395,Hurricane Streets (1998)
1396,Eve's Bayou (1997)
1397,Switchback (1997)
1398,Gang Related (1997)
1399,Stripes (1981)
1400,Nénette et Boni (1996)
1401,Bean (1997)
1402,Hugo Pool (1997)
1403,Mad City (1997)
1404,One Night Stand (1997)
1405,"Tango Lesson, The (1997)"
1406,Welcome To Sarajevo (1997)
1407,Deceiver (1997)
1408,"Rainmaker, The (1997)"
1409,Boogie Nights (1997)
1410,Witness (1985)
1411,Incognito (1997)
1412,Starship Troopers (1997)
1413,Critical Care (1997)
1414,"Joy Luck Club, The (1993)"
1415,Chairman of the Board (1998)
1416,Sliding Doors (1998)
1417,Mortal Kombat: Annihilation (1997)
1418,"Truman Show, The (1998)"
1419,"Wings of the Dove, The (1997)"
1420,Mrs. Dalloway (1997)
1421,"I Love You, I Love You Not (1996)"
1422,Red Corner (1997)
1423,"Jackal, The (1997)"
1424,Anastasia (1997)
1425,"Man Who Knew Too Little, The (1997)"
1426,Alien: Resurrection (1997)
1427,Alien Escape (1995)
1428,Amistad (1997)
1429,"Apostle, The (1997)"
1430,Artemisia (1997)
1431,Bent (1997)
1432,"Butcher Boy, The (1998)"
1433,Deconstructing Harry (1997)
1434,Flubber (1997)
1435,For Richer or Poorer (1997)
1436,Good Will Hunting (1997)
1437,Home Alone 3 (1997)
1438,Midnight in the Garden of Good and Evil (1997)
1439,Mouse Hunt (1997)
1440,Office Killer (1997)
1441,Scream 2 (1997)
1442,Stranger in the House (1997)
1443,"Sweet Hereafter, The (1997)"
1444,Time Tracers (1995)
1445,Titanic (1997)
1446,Tomorrow Never Dies (1997)
1447,"Education of Little Tree, The (1997)"
1448,"Postman, The (1997)"
1449,"Horse Whisperer, The (1998)"
1450,"Winter Guest, The (1997)"
1451,Jackie Brown (1997)
1452,Kundun (1997)
1453,Mr. Magoo (1997)
1454,"Big Lebowski, The (1998)"
1455,Afterglow (1997)
1456,My Life in Pink (Ma vie en rose) (1997)
1457,Great Expectations (1998)
1458,3 Ninjas: High Noon On Mega Mountain (1998)
1459,"Midaq Alley (Callejón de los milagros, El) (1995)"
1460,Arguing the World (1996)
1461,Firestorm (1998)
1462,Senseless (1998)
1463,Wag the Dog (1997)
1464,Dark City (1998)
1465,"Leading Man, The (1996)"
1466,Star Kid (1997)
1467,Hard Rain (1998)
1468,Half Baked (1998)
1469,Fallen (1998)
1470,Shooting Fish (1997)
1471,"Prophecy II, The (1998)"
1472,Dangerous Beauty (1998)
1473,Four Days in September (1997)
1474,Spice World (1997)
1475,Deep Rising (1998)
1476,Music From Another Room (1998)
1477,"Replacement Killers, The (1998)"
1478,B. Monkey (1998)
1479,Night Flier (1997)
1480,Blues Brothers 2000 (1998)
1481,"Wedding Singer, The (1998)"
1482,Sphere (1998)
1483,Ayn Rand: A Sense of Life (1997)
1484,Little City (1998)
1485,Palmetto (1998)
1486,As Good As It Gets (1997)
1487,King of New York (1990)
1488,Men With Guns (1997)
1489,Twilight (1998)
1490,U.S. Marshalls (1998)
1491,Welcome to Woop-Woop (1997)
1492,Love and Death on Long Island (1997)
1493,In God's Hands (1998)
1494,Everest (1998)
1495,Hush (1998)
1496,Suicide Kings (1997)
1497,"Man in the Iron Mask, The (1998)"
1498,"Newton Boys, The (1998)"
1499,Wild Things (1998)
1500,Paulie (1998)
1501,"Cool Dry Place, A (1998)"
1502,Hana-bi (1997)
1503,Primary Colors (1998)
1504,"Niagara, Niagara (1997)"
1505,Wide Awake (1998)
1506,"Price Above Rubies, A (1998)"
1507,Two Girls and a Guy (1997)
1508,No Looking Back (1998)
1509,"Object of My Affection, The (1998)"
1510,Meet the Deedles (1998)
1511,Homegrown (1998)
1512,"Player's Club, The (1998)"
1513,Barney's Great Adventure (1998)
1514,"Big One, The (1997)"
1515,Chinese Box (1997)
1516,Lost in Space (1998)
1517,Mercury Rising (1998)
1518,"Spanish Prisoner, The (1997)"
1519,City of Angels (1998)
1520,"Last Days of Disco, The (1998)"
1521,"Odd Couple II, The (1998)"
1522,My Giant (1998)
1523,He Got Game (1998)
1524,"Gingerbread Man, The (1998)"
1525,Live Flesh (1997)
1526,Zero Effect (1998)
1527,Nil By Mouth (1997)
1528,"Borrowers, The (1997)"
1529,Prince Valiant (1997)
1530,"I Love You, Don't Touch Me! (1998)"
1531,"Alan Smithee Film: Burn Hollywood Burn, An (1997)"
1532,Kissing a Fool (1998)
1533,Krippendorf's Tribe (1998)
1534,Kurt & Courtney (1998)
1535,"Real Blonde, The (1997)"
1536,Mr. Nice Guy (1997)
1537,Taste of Cherry (1997)
1538,Character (Karakter) (1997)
1539,Species II (1998)
1540,Major League: Back to the Minors (1998)
1541,Sour Grapes (1998)
1542,Wild Man Blues (1998)
1543,"Big Hit, The (1998)"
1544,Tarzan and the Lost City (1998)
1545,Black Dog (1998)
1546,"Dancer, Texas Pop. 81 (1998)"
1547,Go Now (1995)
1548,"Misérables, Les (1998)"
1549,Still Breathing (1997)
1550,Clockwatchers (1997)
1551,Deep Impact (1998)
1552,Woo (1998)
1553,"Hanging Garden, The (1997)"
1554,Lawn Dogs (1997)
1555,Quest for Camelot (1998)
1556,Godzilla (1998)
1557,Bulworth (1998)
1558,Fear and Loathing in Las Vegas (1998)
1559,"Opposite of Sex, The (1998)"
1560,Almost Heroes (1998)
1561,Hope Floats (1998)
1562,Insomnia (1997)
1563,Little Boy Blue (1997)
1564,"Ugly, The (1997)"
1565,"Perfect Murder, A (1998)"
1566,Beyond Silence (1996)
1567,Six Days Seven Nights (1998)
1568,Can't Hardly Wait (1998)
1569,Cousin Bette (1998)
1570,High Art (1998)
1571,"Land Girls, The (1998)"
1572,Passion in the Desert (1998)
1573,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)"
1574,Dear Jesse (1997)
1575,Dream for an Insomniac (1996)
1576,Hav Plenty (1997)
1577,Henry Fool (1997)
1578,Mr. Jealousy (1997)
1579,Mulan (1998)
1580,"X-Files: Fight the Future, The (1998)"
1581,I Went Down (1997)
1582,Doctor Dolittle (1998)
1583,Out of Sight (1998)
1584,Picnic at Hanging Rock (1975)
1585,Smoke Signals (1998)
1586,Buffalo 66 (1998)
1587,Armageddon (1998)
1588,Lethal Weapon 4 (1998)
1589,Madeline (1998)
1590,Small Soldiers (1998)
1591,Pi (1998)
1592,Whatever (1998)
1593,There's Something About Mary (1998)
1594,Plan 9 from Outer Space (1958)
1595,Wings (1927)
1596,"Broadway Melody, The (1929)"
1597,All Quiet on the Western Front (1930)
1598,Cimarron (1931)
1599,Grand Hotel (1932)
1600,Cavalcade (1933)
1601,Mutiny on the Bounty (1935)
1602,"Great Ziegfeld, The (1936)"
1603,"Life of Émile Zola, The (1937)"
1604,You Can't Take It With You (1938)
1605,How Green Was My Valley (1941)
1606,Mrs. Miniver (1942)
1607,Going My Way (1944)
1608,"Lost Weekend, The (1945)"
1609,"Best Years of Our Lives, The (1946)"
1610,Gentleman's Agreement (1947)
1611,Hamlet (1948)
1612,All the King's Men (1949)
1613,"Greatest Show on Earth, The (1952)"
1614,From Here to Eternity (1953)
1615,On the Waterfront (1954)
1616,Marty (1955)
1617,West Side Story (1961)
1618,Tom Jones (1963)
1619,"Man for All Seasons, A (1966)"
1620,In the Heat of the Night (1967)
1621,Oliver! (1968)
1622,Midnight Cowboy (1969)
1623,"French Connection, The (1971)"
1624,Rocky (1976)
1625,Kramer Vs. Kramer (1979)
1626,Ordinary People (1980)
1627,Chariots of Fire (1981)
1628,Terms of Endearment (1983)
1629,Out of Africa (1985)
1630,"Last Emperor, The (1987)"
1631,Rain Man (1988)
1632,Driving Miss Daisy (1989)
1633,Take the Money and Run (1969)
1634,Klute (1971)
1635,Repo Man (1984)
1636,Metropolitan (1990)
1637,Labyrinth (1986)
1638,"Breakfast Club, The (1985)"
1639,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)"
1640,"Nightmare on Elm Street 3: Dream Warriors, A (1987)"
1641,"Nightmare on Elm Street 4: The Dream Master, A (1988)"
1642,"Nightmare on Elm Street 5: The Dream Child, A (1989)"
1643,Freddy's Dead: The Final Nightmare (1991)
1644,Friday the 13th (1980)
1645,Friday the 13th Part 2 (1981)
1646,Friday the 13th Part 3: 3D (1982)
1647,Friday the 13th: The Final Chapter (1984)
1648,Friday the 13th Part V: A New Beginning (1985)
1649,Friday the 13th Part VI: Jason Lives (1986)
1650,Friday the 13th Part VII: The New Blood (1988)
1651,Friday the 13th Part VIII: Jason Takes Manhattan (1989)
1652,Halloween (1978)
1653,Halloween II (1981)
1654,Halloween III: Season of the Witch (1983)
1655,Halloween 4: The Return of Michael Myers (1988)
1656,Halloween 5: The Revenge of Michael Myers (1989)
1657,Prom Night (1980)
1658,Hello Mary Lou: Prom Night II (1987)
1659,Prom Night III: The Last Kiss (1989)
1660,Prom Night IV: Deliver Us From Evil (1992)
1661,Child's Play (1988)
1662,Child's Play 2 (1990)
1663,Child's Play 3 (1992)
1664,Poltergeist (1982)
1665,Poltergeist II: The Other Side (1986)
1666,Poltergeist III (1988)
1667,"Exorcist, The (1973)"
1668,Exorcist II: The Heretic (1977)
1669,"Exorcist III, The (1990)"
1670,Lethal Weapon (1987)
1671,Lethal Weapon 2 (1989)
1672,Lethal Weapon 3 (1992)
1673,Gremlins (1984)
1674,Gremlins 2: The New Batch (1990)
1675,"Goonies, The (1985)"
1676,"Mask of Zorro, The (1998)"
1677,Polish Wedding (1998)
1678,"This World, Then the Fireworks (1996)"
1679,Soylent Green (1973)
1680,Metropolis (1926)
1681,Back to the Future Part II (1989)
1682,Back to the Future Part III (1990)
1683,"Poseidon Adventure, The (1972)"
1684,Freaky Friday (1977)
1685,"Absent Minded Professor, The (1961)"
1686,"Apple Dumpling Gang Rides Again, The (1979)"
1687,Babes in Toyland (1961)
1688,Bambi (1942)
1689,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954)
1690,Dangerous Liaisons (1988)
1691,Dune (1984)
1692,"Last Temptation of Christ, The (1988)"
1693,"Godfather: Part III, The (1990)"
1694,"Rapture, The (1991)"
1695,Lolita (1997)
1696,Disturbing Behavior (1998)
1697,Mafia! (1998)
1698,Saving Private Ryan (1998)
1699,Billy's Hollywood Screen Kiss (1997)
1700,"$1,000,000 Duck (1971)"
1701,"Barefoot Executive, The (1971)"
1702,"Black Cauldron, The (1985)"
1703,"Black Hole, The (1979)"
1704,Blackbeard's Ghost (1968)
1705,Blank Check (1994)
1706,Candleshoe (1977)
1707,"Cat from Outer Space, The (1978)"
1708,"Computer Wore Tennis Shoes, The (1970)"
1709,Condorman (1981)
1710,D2: The Mighty Ducks (1994)
1711,Darby O'Gill and the Little People (1959)
1712,"Devil and Max Devlin, The (1981)"
1713,"Far Off Place, A (1993)"
1714,Flight of the Navigator (1986)
